Area,Category,Country,Customer ID,Customer Name,Discount,Order Date,Order ID,Postal Code,Product ID,Product Name,Profit,Quantity,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
Central,Technology,United States,ON-18715,Odella Nelson,0,2016-03-11,CA-2016-118255,55122,TEC-AC-10000171,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",19.7714,2,45.98,Corporate,2016-03-13,First Class,Minnesota,Accessories
Central,Office Supplies,United States,ON-18715,Odella Nelson,0,2016-03-11,CA-2016-118255,55122,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,8.2062,2,17.46,Corporate,2016-03-13,First Class,Minnesota,Binders
Central,Office Supplies,United States,PO-18865,Patrick O'Donnell,0,2014-10-20,CA-2014-146703,48185,OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",8.4784,4,211.96,Consumer,2014-10-25,Second Class,Michigan,Storage
Central,Office Supplies,United States,DP-13000,Darren Powers,0,2015-04-18,CA-2015-115742,47150,OFF-BI-10004410,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",17.9634,6,38.22,Consumer,2015-04-22,Standard Class,Indiana,Binders
Central,Office Supplies,United States,DP-13000,Darren Powers,0,2015-04-18,CA-2015-115742,47150,OFF-LA-10002762,Avery 485,35.3346,6,75.18,Consumer,2015-04-22,Standard Class,Indiana,Labels
Central,Furniture,United States,DP-13000,Darren Powers,0,2015-04-18,CA-2015-115742,47150,FUR-FU-10001706,Longer-Life Soft White Bulbs,2.9568,2,6.16,Consumer,2015-04-22,Standard Class,Indiana,Furnishings
Central,Furniture,United States,DP-13000,Darren Powers,0,2015-04-18,CA-2015-115742,47150,FUR-CH-10003061,"Global Leather Task Chair, Black",17.0981,1,89.99,Consumer,2015-04-22,Standard Class,Indiana,Chairs
Central,Furniture,United States,PS-18970,Paul Stevenson,0.3,2015-04-30,US-2015-164175,60610,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",-15.2225,5,213.115,Home Office,2015-05-05,Standard Class,Illinois,Chairs
Central,Office Supplies,United States,TB-21520,Tracy Blumstein,0,2017-09-14,CA-2017-114440,49201,OFF-PA-10004675,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",8.763,3,19.05,Consumer,2017-09-17,Second Class,Michigan,Paper
Central,Office Supplies,United States,KB-16600,Ken Brennan,0.8,2017-12-09,US-2017-118038,77041,OFF-BI-10004182,Economy Binders,-1.9344,3,1.248,Corporate,2017-12-11,First Class,Texas,Binders
Central,Furniture,United States,KB-16600,Ken Brennan,0.6,2017-12-09,US-2017-118038,77041,FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",-5.8248,3,9.708,Corporate,2017-12-11,First Class,Texas,Furnishings
Central,Office Supplies,United States,KB-16600,Ken Brennan,0.2,2017-12-09,US-2017-118038,77041,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",2.724,3,27.24,Corporate,2017-12-11,First Class,Texas,Storage
Central,Furniture,United States,JE-15745,Joel Eaton,0.6,2014-11-26,US-2014-147606,77070,FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",-14.475,5,19.3,Consumer,2014-12-01,Second Class,Texas,Furnishings
Central,Office Supplies,United States,CS-12400,Christopher Schild,0.2,2017-11-13,US-2017-119662,60623,OFF-ST-10003656,Safco Industrial Wire Shelving,-48.9549,3,230.376,Home Office,2017-11-16,First Class,Illinois,Storage
Central,Technology,United States,PG-18895,Paul Gonzalez,0,2017-10-26,CA-2017-155558,55901,TEC-AC-10001998,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,6.7966,1,19.99,Consumer,2017-11-02,Standard Class,Minnesota,Accessories
Central,Office Supplies,United States,PG-18895,Paul Gonzalez,0,2017-10-26,CA-2017-155558,55901,OFF-LA-10000134,Avery 511,2.9568,2,6.16,Consumer,2017-11-02,Standard Class,Minnesota,Labels
Central,Office Supplies,United States,GM-14455,Gary Mitchum,0.2,2016-04-05,CA-2016-159695,77095,OFF-ST-10003442,Eldon Portable Mobile Manager,13.8572,7,158.368,Home Office,2016-04-10,Second Class,Texas,Storage
Central,Office Supplies,United States,KB-16315,Karl Braun,0,2015-01-31,CA-2015-149587,55407,OFF-PA-10003177,Xerox 1999,6.2208,2,12.96,Consumer,2015-02-05,Second Class,Minnesota,Paper
Central,Furniture,United States,KB-16315,Karl Braun,0,2015-01-31,CA-2015-149587,55407,FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",16.5354,3,53.34,Consumer,2015-02-05,Second Class,Minnesota,Furnishings
Central,Office Supplies,United States,KB-16315,Karl Braun,0,2015-01-31,CA-2015-149587,55407,OFF-BI-10002852,Ibico Standard Transparent Covers,16.1504,2,32.96,Consumer,2015-02-05,Second Class,Minnesota,Binders
Central,Office Supplies,United States,ER-13855,Elpida Rittenbach,0,2016-09-06,CA-2016-149223,55106,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,22.5852,6,77.88,Corporate,2016-09-11,Standard Class,Minnesota,Appliances
Central,Office Supplies,United States,RB-19465,Rick Bensley,0.2,2016-08-29,CA-2016-158568,60610,OFF-PA-10003256,Avery Personal Creations Heavyweight Cards,22.6184,7,64.624,Home Office,2016-09-02,Standard Class,Illinois,Paper
Central,Technology,United States,RB-19465,Rick Bensley,0.2,2016-08-29,CA-2016-158568,60610,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,-10.7973,3,95.976,Home Office,2016-09-02,Standard Class,Illinois,Accessories
Central,Office Supplies,United States,RB-19465,Rick Bensley,0.8,2016-08-29,CA-2016-158568,60610,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,-3.0396,3,1.788,Home Office,2016-09-02,Standard Class,Illinois,Binders
Central,Office Supplies,United States,GZ-14470,Gary Zandusky,0,2016-12-01,CA-2016-129903,55901,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),11.7208,4,23.92,Consumer,2016-12-04,Second Class,Minnesota,Paper
Central,Technology,United States,PA-19060,Pete Armstrong,0.2,2015-10-15,CA-2015-129476,60462,TEC-AC-10000844,Logitech Gaming G510s - Keyboard,67.992,5,339.96,Home Office,2015-10-20,Standard Class,Illinois,Accessories
Central,Office Supplies,United States,CL-12565,Clay Ludtke,0,2016-11-03,CA-2016-128867,50322,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",22.788,2,75.96,Consumer,2016-11-10,Standard Class,Iowa,Art
Central,Office Supplies,United States,CL-12565,Clay Ludtke,0,2016-11-03,CA-2016-128867,50322,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",13.3476,6,27.24,Consumer,2016-11-10,Standard Class,Iowa,Binders
Central,Furniture,United States,AD-10180,Alan Dominguez,0.3,2014-12-26,US-2014-152030,77041,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,-8.5794,3,600.558,Home Office,2014-12-28,Second Class,Texas,Chairs
Central,Furniture,United States,PF-19165,Philip Fox,0.5,2014-09-20,US-2014-134614,61701,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,-407.682,6,617.7,Consumer,2014-09-25,Standard Class,Illinois,Tables
Central,Office Supplies,United States,SG-20080,Sandra Glassco,0,2017-12-22,CA-2017-155376,64055,OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,218.2518,3,839.43,Consumer,2017-12-27,Standard Class,Missouri,Appliances
Central,Technology,United States,JE-16165,Justin Ellison,0,2016-12-05,CA-2016-114489,53132,TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,103.8015,11,384.45,Corporate,2016-12-09,Standard Class,Wisconsin,Phones
Central,Technology,United States,JE-16165,Justin Ellison,0,2016-12-05,CA-2016-114489,53132,TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,5.9988,3,149.97,Corporate,2016-12-09,Standard Class,Wisconsin,Phones
Central,Furniture,United States,JE-16165,Justin Ellison,0,2016-12-05,CA-2016-114489,53132,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",585.552,8,1951.84,Corporate,2016-12-09,Standard Class,Wisconsin,Chairs
Central,Office Supplies,United States,JE-16165,Justin Ellison,0,2016-12-05,CA-2016-114489,53132,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,80.6285,5,171.55,Corporate,2016-12-09,Standard Class,Wisconsin,Binders
Central,Office Supplies,United States,NP-18670,Nora Paige,0,2016-11-20,CA-2016-114104,73034,OFF-LA-10002475,Avery 519,6.8714,2,14.62,Consumer,2016-11-24,Standard Class,Oklahoma,Labels
Central,Technology,United States,NP-18670,Nora Paige,0,2016-11-20,CA-2016-114104,73034,TEC-PH-10004536,Avaya 5420 Digital phone,236.2325,7,944.93,Consumer,2016-11-24,Standard Class,Oklahoma,Phones
Central,Office Supplies,United States,BM-11140,Becky Martin,0.2,2014-09-08,CA-2014-139892,78207,OFF-AR-10004441,BIC Brite Liner Highlighters,2.7324,3,9.936,Consumer,2014-09-12,Standard Class,Texas,Art
Central,Technology,United States,BM-11140,Becky Martin,0.4,2014-09-08,CA-2014-139892,78207,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,-1359.992,8,8159.952,Consumer,2014-09-12,Standard Class,Texas,Machines
Central,Office Supplies,United States,BM-11140,Becky Martin,0.2,2014-09-08,CA-2014-139892,78207,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,-58.6347,3,275.928,Consumer,2014-09-12,Standard Class,Texas,Storage
Central,Furniture,United States,BM-11140,Becky Martin,0.3,2014-09-08,CA-2014-139892,78207,FUR-CH-10004287,SAFCO Arco Folding Chair,-24.858,9,1740.06,Consumer,2014-09-12,Standard Class,Texas,Chairs
Central,Office Supplies,United States,BM-11140,Becky Martin,0.2,2014-09-08,CA-2014-139892,78207,OFF-AR-10002656,Sanford Liquid Accent Highlighters,6.8136,6,32.064,Consumer,2014-09-12,Standard Class,Texas,Art
Central,Office Supplies,United States,BM-11140,Becky Martin,0.8,2014-09-08,CA-2014-139892,78207,OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,-453.849,5,177.98,Consumer,2014-09-12,Standard Class,Texas,Appliances
Central,Technology,United States,BM-11140,Becky Martin,0.2,2014-09-08,CA-2014-139892,78207,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,8.9985,3,143.976,Consumer,2014-09-12,Standard Class,Texas,Phones
Central,Office Supplies,United States,JB-15400,Jennifer Braxton,0.8,2014-09-14,US-2014-100853,60623,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,-131.12,2,52.448,Corporate,2014-09-19,Standard Class,Illinois,Appliances
Central,Office Supplies,United States,JB-15400,Jennifer Braxton,0.2,2014-09-14,US-2014-100853,60623,OFF-LA-10003148,Avery 51,6.552,4,20.16,Corporate,2014-09-19,Standard Class,Illinois,Labels
Central,Office Supplies,United States,SJ-20500,Shirley Jackson,0.8,2017-04-21,US-2017-152366,77036,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",-243.16,4,97.264,Consumer,2017-04-25,Second Class,Texas,Appliances
Central,Office Supplies,United States,DK-13150,David Kendrick,0.2,2014-12-05,CA-2014-166191,62521,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",1.8612,2,24.816,Corporate,2014-12-09,Second Class,Illinois,Storage
Central,Technology,United States,DK-13150,David Kendrick,0.2,2014-12-05,CA-2014-166191,62521,TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,76.6395,7,408.744,Corporate,2014-12-09,Second Class,Illinois,Accessories
Central,Office Supplies,United States,AM-10360,Alice McCarthy,0.2,2016-07-16,CA-2016-157000,75051,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",3.7224,3,37.224,Corporate,2016-07-22,Standard Class,Texas,Storage
Central,Office Supplies,United States,AM-10360,Alice McCarthy,0.2,2016-07-16,CA-2016-157000,75051,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,6.255,3,20.016,Corporate,2016-07-22,Standard Class,Texas,Paper
Central,Office Supplies,United States,LC-17140,Logan Currie,0.8,2017-12-17,US-2017-116701,75220,OFF-AP-10003217,Eureka Sanitaire  Commercial Upright,-178.9668,2,66.284,Consumer,2017-12-21,Second Class,Texas,Appliances
Central,Office Supplies,United States,JH-15985,Joseph Holt,0,2017-12-01,CA-2017-135860,48601,OFF-ST-10000642,"Tennsco Lockers, Gray",5.8744,4,83.92,Consumer,2017-12-07,Standard Class,Michigan,Storage
Central,Technology,United States,JH-15985,Joseph Holt,0,2017-12-01,CA-2017-135860,48601,TEC-PH-10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,35.6346,2,131.98,Consumer,2017-12-07,Standard Class,Michigan,Phones
Central,Office Supplies,United States,JH-15985,Joseph Holt,0,2017-12-01,CA-2017-135860,48601,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",7.4824,4,15.92,Consumer,2017-12-07,Standard Class,Michigan,Binders
Central,Office Supplies,United States,JH-15985,Joseph Holt,0,2017-12-01,CA-2017-135860,48601,OFF-FA-10000134,"Advantus Push Pins, Aluminum Head",16.2099,9,52.29,Consumer,2017-12-07,Standard Class,Michigan,Fasteners
Central,Office Supplies,United States,JH-15985,Joseph Holt,0,2017-12-01,CA-2017-135860,48601,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",3.6796,1,91.99,Consumer,2017-12-07,Standard Class,Michigan,Storage
Central,Technology,United States,MS-17980,Michael Stewart,0.2,2015-02-09,CA-2015-101007,75220,TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,6.5,2,20.8,Corporate,2015-02-13,Second Class,Texas,Accessories
Central,Office Supplies,United States,DS-13180,David Smith,0,2015-08-09,CA-2015-163055,48227,OFF-AR-10001026,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",0.968,1,2.2,Corporate,2015-08-16,Standard Class,Michigan,Art
Central,Furniture,United States,DS-13180,David Smith,0,2015-08-09,CA-2015-163055,48227,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,136.939,5,622.45,Corporate,2015-08-16,Standard Class,Michigan,Tables
Central,Office Supplies,United States,DS-13180,David Smith,0,2015-08-09,CA-2015-163055,48227,OFF-ST-10002485,Rogers Deluxe File Chest,0.2198,1,21.98,Corporate,2015-08-16,Standard Class,Michigan,Storage
Central,Office Supplies,United States,KL-16645,Ken Lonsdale,0.2,2016-06-04,CA-2016-157749,60610,OFF-PA-10003349,Xerox 1957,9.396,5,25.92,Consumer,2016-06-09,Second Class,Illinois,Paper
Central,Furniture,United States,KL-16645,Ken Lonsdale,0.6,2016-06-04,CA-2016-157749,60610,FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,-356.728,5,419.68,Consumer,2016-06-09,Second Class,Illinois,Furnishings
Central,Furniture,United States,KL-16645,Ken Lonsdale,0.6,2016-06-04,CA-2016-157749,60610,FUR-FU-10004351,Staple-based wall hangings,-4.6752,3,11.688,Consumer,2016-06-09,Second Class,Illinois,Furnishings
Central,Technology,United States,KL-16645,Ken Lonsdale,0.2,2016-06-04,CA-2016-157749,60610,TEC-PH-10000011,PureGear Roll-On Screen Protector,11.1944,2,31.984,Consumer,2016-06-09,Second Class,Illinois,Phones
Central,Furniture,United States,KL-16645,Ken Lonsdale,0.5,2016-06-04,CA-2016-157749,60610,FUR-TA-10002607,KI Conference Tables,-120.513,5,177.225,Consumer,2016-06-09,Second Class,Illinois,Tables
Central,Furniture,United States,KL-16645,Ken Lonsdale,0.6,2016-06-04,CA-2016-157749,60610,FUR-FU-10002505,Eldon 100 Class Desk Accessories,-2.8308,3,4.044,Consumer,2016-06-09,Second Class,Illinois,Furnishings
Central,Office Supplies,United States,KL-16645,Ken Lonsdale,0.2,2016-06-04,CA-2016-157749,60610,OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",1.2038,2,7.408,Consumer,2016-06-09,Second Class,Illinois,Art
Central,Furniture,United States,DW-13480,Dianna Wilson,0,2014-06-01,CA-2014-131926,55044,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,580.5394,7,2001.86,Home Office,2014-06-06,Second Class,Minnesota,Chairs
Central,Office Supplies,United States,DW-13480,Dianna Wilson,0,2014-06-01,CA-2014-131926,55044,OFF-ST-10002276,Safco Steel Mobile File Cart,41.68,2,166.72,Home Office,2014-06-06,Second Class,Minnesota,Storage
Central,Office Supplies,United States,DW-13480,Dianna Wilson,0,2014-06-01,CA-2014-131926,55044,OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",23.94,6,47.88,Home Office,2014-06-06,Second Class,Minnesota,Paper
Central,Office Supplies,United States,DW-13480,Dianna Wilson,0,2014-06-01,CA-2014-131926,55044,OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,496.0725,5,1503.25,Home Office,2014-06-06,Second Class,Minnesota,Appliances
Central,Office Supplies,United States,DW-13480,Dianna Wilson,0,2014-06-01,CA-2014-131926,55044,OFF-PA-10000061,Xerox 205,12.4416,4,25.92,Home Office,2014-06-06,Second Class,Minnesota,Paper
Central,Furniture,United States,DR-12880,Dan Reichenbach,0.6,2015-11-28,US-2015-159982,60623,FUR-FU-10002505,Eldon 100 Class Desk Accessories,-8.4924,9,12.132,Corporate,2015-12-04,Standard Class,Illinois,Furnishings
Central,Office Supplies,United States,DR-12880,Dan Reichenbach,0.2,2015-11-28,US-2015-159982,60623,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",-19.5624,2,82.368,Corporate,2015-12-04,Standard Class,Illinois,Storage
Central,Office Supplies,United States,DR-12880,Dan Reichenbach,0.2,2015-11-28,US-2015-159982,60623,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",4.044,5,53.92,Corporate,2015-12-04,Standard Class,Illinois,Storage
Central,Technology,United States,DR-12880,Dan Reichenbach,0.2,2015-11-28,US-2015-159982,60623,TEC-PH-10001580,Logitech Mobile Speakerphone P710e - speaker phone,56.6916,6,647.904,Corporate,2015-12-04,Standard Class,Illinois,Phones
Central,Office Supplies,United States,Dl-13600,Dorris liebe,0.8,2017-06-08,US-2017-155299,77506,OFF-AP-10002203,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,-4.466,2,1.624,Corporate,2017-06-12,Standard Class,Texas,Appliances
Central,Technology,United States,SB-20290,Sean Braxton,0.4,2014-09-19,US-2014-106992,77036,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,-509.997,3,3059.982,Corporate,2014-09-21,Second Class,Texas,Machines
Central,Technology,United States,SB-20290,Sean Braxton,0.4,2014-09-19,US-2014-106992,77036,TEC-MA-10003353,Xerox WorkCentre 6505DN Laser Multifunction Printer,-251.9958,7,2519.958,Corporate,2014-09-21,Second Class,Texas,Machines
Central,Technology,United States,RC-19825,Roy Collins,0.2,2016-06-06,CA-2016-125318,60610,TEC-PH-10001433,Cisco Small Business SPA 502G VoIP phone,28.7196,4,328.224,Consumer,2016-06-13,Standard Class,Illinois,Phones
Central,Office Supplies,United States,SC-20725,Steven Cartwright,0.8,2015-09-26,US-2015-161991,77070,OFF-BI-10004967,Round Ring Binders,-3.432,5,2.08,Consumer,2015-09-28,Second Class,Texas,Binders
Central,Technology,United States,SC-20725,Steven Cartwright,0.2,2015-09-26,US-2015-161991,77070,TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,376.11,7,1114.4,Consumer,2015-09-28,Second Class,Texas,Phones
Central,Furniture,United States,JH-15910,Jonathan Howell,0.5,2017-11-19,US-2017-152380,60623,FUR-TA-10002533,BPI Conference Tables,-131.445,3,219.075,Consumer,2017-11-23,Standard Class,Illinois,Tables
Central,Office Supplies,United States,KB-16600,Ken Brennan,0,2014-12-30,CA-2014-130960,48180,OFF-AR-10003651,Newell 350,2.8536,3,9.84,Corporate,2015-01-04,Standard Class,Michigan,Art
Central,Office Supplies,United States,CS-12130,Chad Sievert,0.2,2015-12-20,US-2015-120712,78745,OFF-ST-10000107,Fellowes Super Stor/Drawer,-2.22,4,88.8,Consumer,2015-12-24,Standard Class,Texas,Storage
Central,Office Supplies,United States,GT-14755,Guy Thornton,0.2,2017-05-29,CA-2017-104745,78550,OFF-PA-10002036,Xerox 1930,9.396,5,25.92,Consumer,2017-06-04,Standard Class,Texas,Paper
Central,Office Supplies,United States,GT-14755,Guy Thornton,0.2,2017-05-29,CA-2017-104745,78550,OFF-ST-10002205,File Shuttle I and Handi-File,4.6746,3,53.424,Consumer,2017-06-04,Standard Class,Texas,Storage
Central,Office Supplies,United States,MM-18280,Muhammed MacIntyre,0.2,2016-09-28,US-2016-134656,62301,OFF-PA-10003039,Xerox 1960,30.98,4,99.136,Corporate,2016-10-01,First Class,Illinois,Paper
Central,Office Supplies,United States,RA-19915,Russell Applegate,0.8,2015-04-28,CA-2015-130792,77095,OFF-AP-10000696,Holmes Odor Grabber,-20.3322,3,8.652,Consumer,2015-05-05,Standard Class,Texas,Appliances
Central,Office Supplies,United States,RA-19915,Russell Applegate,0.2,2015-04-28,CA-2015-130792,77095,OFF-ST-10003327,Akro-Mils 12-Gallon Tote,2.6811,3,23.832,Consumer,2015-05-05,Standard Class,Texas,Storage
Central,Office Supplies,United States,RA-19915,Russell Applegate,0.8,2015-04-28,CA-2015-130792,77095,OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",-18.8728,4,12.176,Consumer,2015-05-05,Standard Class,Texas,Binders
Central,Technology,United States,LA-16780,Laura Armstrong,0,2015-06-26,CA-2015-125395,48180,TEC-AC-10004708,Sony 32GB Class 10 Micro SDHC R40 Memory Card,8.799,2,41.9,Corporate,2015-06-29,Second Class,Michigan,Accessories
Central,Office Supplies,United States,BP-11095,Bart Pistole,0.8,2014-06-07,US-2014-134971,61604,OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,-20.5623,3,12.462,Corporate,2014-06-10,Second Class,Illinois,Binders
Central,Office Supplies,United States,HP-14815,Harold Pawlan,0,2015-10-31,CA-2015-122259,49201,OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",21.036,4,70.12,Home Office,2015-11-04,Standard Class,Michigan,Supplies
Central,Office Supplies,United States,AG-10675,Anna Gayman,0.2,2016-09-08,CA-2016-108987,77036,OFF-ST-10001580,Super Decoflex Portable Personal File,3.5952,3,35.952,Consumer,2016-09-10,Second Class,Texas,Storage
Central,Furniture,United States,AG-10675,Anna Gayman,0.32,2016-09-08,CA-2016-108987,77036,FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",-317.1528,4,2396.2656,Consumer,2016-09-10,Second Class,Texas,Bookcases
Central,Office Supplies,United States,AG-10675,Anna Gayman,0.2,2016-09-08,CA-2016-108987,77036,OFF-ST-10000934,"Contico 72""H Heavy-Duty Storage System",-32.784,4,131.136,Consumer,2016-09-10,Second Class,Texas,Storage
Central,Technology,United States,AG-10675,Anna Gayman,0.2,2016-09-08,CA-2016-108987,77036,TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,0.7198,2,57.584,Consumer,2016-09-10,Second Class,Texas,Accessories
Central,Furniture,United States,JM-15265,Janet Molinari,0,2017-11-23,CA-2017-149160,48187,FUR-FU-10003347,Coloredge Poster Frame,11.076,2,28.4,Corporate,2017-11-26,Second Class,Michigan,Furnishings
Central,Office Supplies,United States,JM-15265,Janet Molinari,0,2017-11-23,CA-2017-149160,48187,OFF-BI-10001543,GBC VeloBinder Manual Binding System,138.2016,8,287.92,Corporate,2017-11-26,Second Class,Michigan,Binders
Central,Office Supplies,United States,KH-16630,Ken Heidel,0.2,2017-10-01,CA-2017-152275,78207,OFF-AR-10000369,Design Ebony Sketching Pencil,0.5004,6,6.672,Corporate,2017-10-08,Standard Class,Texas,Art
